frame,x,y,r,roi_x1,roi_y1,roi_x2,roi_y2
182,494,115,11.401854515075684,314,0,674,295
183,494,115,11.401854515075684,314,0,674,295
184,494,115,11.401854515075684,314,0,674,295
185,494,115,11.401854515075684,314,0,674,295
186,494,115,11.401854515075684,314,0,674,295
187,494,115,11.401854515075684,314,0,674,295
188,494,115,11.401854515075684,314,0,674,295
189,494,115,11.401854515075684,314,0,674,295
190,494,115,11.401854515075684,314,0,674,295
191,494,115,11.401854515075684,314,0,674,295
192,494,115,11.401854515075684,314,0,674,295
193,494,115,11.401854515075684,314,0,674,295
194,494,115,11.401854515075684,314,0,674,295
195,494,115,11.401854515075684,314,0,674,295
196,494,115,11.401854515075684,314,0,674,295
197,494,115,11.401854515075684,314,0,674,295
198,494,115,11.401854515075684,314,0,674,295
199,494,115,11.401854515075684,314,0,674,295
200,494,115,11.401854515075684,314,0,674,295
201,494,115,11.401854515075684,314,0,674,295
202,494,115,11.401854515075684,314,0,674,295
203,494,115,11.401854515075684,314,0,674,295
204,494,115,11.401854515075684,314,0,674,295
205,494,115,11.401854515075684,314,0,674,295
206,494,115,11.401854515075684,314,0,674,295
207,494,115,11.401854515075684,314,0,674,295
208,494,115,11.401854515075684,314,0,674,295
209,494,115,11.401854515075684,314,0,674,295
210,494,115,11.401854515075684,314,0,674,295
211,494,115,11.401854515075684,314,0,674,295
212,494,115,11.401854515075684,314,0,674,295
213,494,115,11.401854515075684,314,0,674,295
214,494,115,11.401854515075684,314,0,674,295
215,494,115,11.401854515075684,314,0,674,295
216,494,115,11.401854515075684,314,0,674,295
217,494,115,11.401854515075684,314,0,674,295
218,494,115,11.401854515075684,314,0,674,295
219,494,115,11.401854515075684,314,0,674,295
220,494,115,11.401854515075684,314,0,674,295
221,494,115,11.401854515075684,314,0,674,295
222,494,115,11.401854515075684,314,0,674,295
223,494,115,11.401854515075684,314,0,674,295
224,494,115,11.401854515075684,314,0,674,295
225,494,115,11.401854515075684,314,0,674,295
226,494,115,11.401854515075684,314,0,674,295
227,494,115,11.401854515075684,314,0,674,295
228,494,115,11.401854515075684,314,0,674,295
229,494,115,11.401854515075684,314,0,674,295
230,494,115,11.401854515075684,314,0,674,295
231,494,115,11.401854515075684,314,0,674,295
232,494,115,11.401854515075684,314,0,674,295
233,494,115,11.401854515075684,314,0,674,295
234,494,115,11.401854515075684,314,0,674,295
235,494,115,11.401854515075684,314,0,674,295
236,494,115,11.401854515075684,314,0,674,295
237,494,115,11.401854515075684,314,0,674,295
238,494,115,11.401854515075684,314,0,674,295
239,494,115,11.401854515075684,314,0,674,295
240,494,115,11.401854515075684,314,0,674,295
241,494,115,11.401854515075684,314,0,674,295
242,494,115,11.401854515075684,314,0,674,295
243,494,115,11.401854515075684,314,0,674,295
244,494,115,11.401854515075684,314,0,674,295
245,494,115,11.401854515075684,314,0,674,295
246,494,115,11.401854515075684,314,0,674,295
247,494,115,11.401854515075684,314,0,674,295
248,494,115,11.401854515075684,314,0,674,295
249,494,115,11.401854515075684,314,0,674,295
250,494,115,11.401854515075684,314,0,674,295
251,494,115,11.401854515075684,314,0,674,295
252,494,115,11.401854515075684,314,0,674,295
253,494,115,11.401854515075684,314,0,674,295
254,494,115,11.401854515075684,314,0,674,295
255,494,115,11.401854515075684,314,0,674,295
256,494,115,11.401854515075684,314,0,674,295
257,494,115,11.401854515075684,314,0,674,295
258,494,115,11.401854515075684,314,0,674,295
259,494,115,11.401854515075684,314,0,674,295
260,494,115,11.401854515075684,314,0,674,295
261,494,115,11.401854515075684,314,0,674,295
262,494,115,11.401854515075684,314,0,674,295
263,494,115,11.401854515075684,314,0,674,295
264,494,115,11.401854515075684,314,0,674,295
265,494,115,11.401854515075684,314,0,674,295
266,494,115,11.401854515075684,314,0,674,295
267,494,115,11.401854515075684,314,0,674,295
268,494,115,11.401854515075684,314,0,674,295
269,494,115,11.401854515075684,314,0,674,295
270,494,115,11.401854515075684,314,0,674,295
271,494,115,11.401854515075684,314,0,674,295
272,494,115,11.401854515075684,314,0,674,295
273,494,115,11.401854515075684,314,0,674,295
274,494,115,11.401854515075684,314,0,674,295
275,494,115,11.401854515075684,314,0,674,295
276,494,115,11.401854515075684,314,0,674,295
277,494,115,11.401854515075684,314,0,674,295
278,494,115,11.401854515075684,314,0,674,295
279,494,115,11.401854515075684,314,0,674,295
280,494,115,11.401854515075684,314,0,674,295
281,494,115,11.401854515075684,314,0,674,295
282,494,115,11.401854515075684,314,0,674,295
283,494,115,11.401854515075684,314,0,674,295
284,494,115,11.401854515075684,314,0,674,295
285,494,115,11.401854515075684,314,0,674,295
286,494,115,11.401854515075684,314,0,674,295
287,494,115,11.401854515075684,314,0,674,295
288,494,115,11.401854515075684,314,0,674,295
289,494,115,11.401854515075684,314,0,674,295
290,494,115,11.401854515075684,314,0,674,295
291,494,115,11.401854515075684,314,0,674,295
292,494,115,11.401854515075684,314,0,674,295
293,494,115,11.401854515075684,314,0,674,295
294,494,115,11.401854515075684,314,0,674,295
295,494,115,11.401854515075684,314,0,674,295
296,494,115,11.401854515075684,314,0,674,295
297,494,115,11.401854515075684,314,0,674,295
298,494,115,11.401854515075684,314,0,674,295
299,494,115,11.401854515075684,314,0,674,295
300,494,115,11.401854515075684,314,0,674,295
301,494,115,11.401854515075684,314,0,674,295
302,494,115,11.401854515075684,314,0,674,295
303,494,115,11.401854515075684,314,0,674,295
304,494,115,11.401854515075684,314,0,674,295
305,494,115,11.401854515075684,314,0,674,295
306,494,115,11.401854515075684,314,0,674,295
307,494,115,11.401854515075684,314,0,674,295
308,494,115,11.401854515075684,314,0,674,295
309,494,115,11.401854515075684,314,0,674,295
310,494,115,11.401854515075684,314,0,674,295
311,494,115,11.401854515075684,314,0,674,295
312,494,115,11.401854515075684,314,0,674,295
313,494,115,11.401854515075684,314,0,674,295
314,494,115,11.401854515075684,314,0,674,295
315,494,115,11.401854515075684,314,0,674,295
316,494,115,11.401854515075684,314,0,674,295
317,494,115,11.401854515075684,314,0,674,295
318,494,115,11.401854515075684,314,0,674,295
319,494,115,11.401854515075684,314,0,674,295
320,494,115,11.401854515075684,314,0,674,295
321,494,115,11.401854515075684,314,0,674,295
322,494,115,11.401854515075684,314,0,674,295
323,494,115,11.401854515075684,314,0,674,295
324,494,115,11.401854515075684,314,0,674,295
325,494,115,11.401854515075684,314,0,674,295
326,494,115,11.401854515075684,314,0,674,295
327,494,115,11.401854515075684,314,0,674,295
328,494,115,11.401854515075684,314,0,674,295
329,494,115,11.401854515075684,314,0,674,295
330,494,115,11.401854515075684,314,0,674,295
331,494,115,11.401854515075684,314,0,674,295
332,494,115,11.401854515075684,314,0,674,295
333,494,115,11.401854515075684,314,0,674,295
334,494,115,11.401854515075684,314,0,674,295
335,494,115,11.401854515075684,314,0,674,295
336,494,115,11.401854515075684,314,0,674,295
337,494,115,11.401854515075684,314,0,674,295
338,494,115,11.401854515075684,314,0,674,295
339,494,115,11.401854515075684,314,0,674,295
340,494,115,11.401854515075684,314,0,674,295
341,494,115,11.401854515075684,314,0,674,295
342,494,115,11.401854515075684,314,0,674,295
343,494,115,11.401854515075684,314,0,674,295
344,494,115,11.401854515075684,314,0,674,295
345,494,115,11.401854515075684,314,0,674,295
346,494,115,11.401854515075684,314,0,674,295
347,494,115,11.401854515075684,314,0,674,295
348,494,115,11.401854515075684,314,0,674,295
349,494,115,11.401854515075684,314,0,674,295
350,494,115,11.401854515075684,314,0,674,295
351,494,115,11.401854515075684,314,0,674,295
352,494,115,11.401854515075684,314,0,674,295
353,494,115,11.401854515075684,314,0,674,295
354,494,115,11.401854515075684,314,0,674,295
355,494,115,11.401854515075684,314,0,674,295
356,494,115,11.401854515075684,314,0,674,295
357,494,115,11.401854515075684,314,0,674,295
358,494,115,11.401854515075684,314,0,674,295
359,494,115,11.401854515075684,314,0,674,295
360,494,115,11.401854515075684,314,0,674,295
361,494,115,11.401854515075684,314,0,674,295
362,494,115,11.401854515075684,314,0,674,295
363,494,115,11.401854515075684,314,0,674,295
364,494,115,11.401854515075684,314,0,674,295
365,494,115,11.401854515075684,314,0,674,295
366,494,115,11.401854515075684,314,0,674,295
367,494,115,11.401854515075684,314,0,674,295
368,494,115,11.401854515075684,314,0,674,295
369,494,115,11.401854515075684,314,0,674,295
370,494,115,11.401854515075684,314,0,674,295
371,494,115,11.401854515075684,314,0,674,295
372,494,115,11.401854515075684,314,0,674,295
373,494,115,11.401854515075684,314,0,674,295
374,494,115,11.401854515075684,314,0,674,295
375,494,115,11.401854515075684,314,0,674,295
376,494,115,11.401854515075684,314,0,674,295
377,494,115,11.401854515075684,314,0,674,295
378,494,115,11.401854515075684,314,0,674,295
379,494,115,11.401854515075684,314,0,674,295
380,494,115,11.401854515075684,314,0,674,295
381,494,115,11.401854515075684,314,0,674,295
382,494,115,11.401854515075684,314,0,674,295
383,494,115,11.401854515075684,314,0,674,295
384,494,115,11.401854515075684,314,0,674,295
385,494,115,11.401854515075684,314,0,674,295
386,494,115,11.401854515075684,314,0,674,295
387,494,115,11.401854515075684,314,0,674,295
388,494,115,11.401854515075684,314,0,674,295
389,494,115,11.401854515075684,314,0,674,295
390,494,115,11.401854515075684,314,0,674,295
391,494,115,11.401854515075684,314,0,674,295
392,494,115,11.401854515075684,314,0,674,295
393,494,115,11.401854515075684,314,0,674,295
394,494,115,11.401854515075684,314,0,674,295
395,494,115,11.401854515075684,314,0,674,295
396,494,115,11.401854515075684,314,0,674,295
397,494,115,11.401854515075684,314,0,674,295
398,494,115,11.401854515075684,314,0,674,295
399,494,115,11.401854515075684,314,0,674,295
400,494,115,11.401854515075684,314,0,674,295
401,494,115,11.401854515075684,314,0,674,295
402,494,115,11.401854515075684,314,0,674,295
403,494,115,11.401854515075684,314,0,674,295
404,494,115,11.401854515075684,314,0,674,295
405,494,115,11.401854515075684,314,0,674,295
406,494,115,11.401854515075684,314,0,674,295
407,494,115,11.401854515075684,314,0,674,295
408,494,115,11.401854515075684,314,0,674,295
409,494,115,11.401854515075684,314,0,674,295
410,494,115,11.401854515075684,314,0,674,295
411,494,115,11.401854515075684,314,0,674,295
412,494,115,11.401854515075684,314,0,674,295
413,494,115,11.401854515075684,314,0,674,295
414,494,115,11.401854515075684,314,0,674,295
415,494,115,11.401854515075684,314,0,674,295
416,494,115,11.401854515075684,314,0,674,295
417,494,115,11.401854515075684,314,0,674,295
418,494,115,11.401854515075684,314,0,674,295
419,494,115,11.401854515075684,314,0,674,295
420,494,115,11.401854515075684,314,0,674,295
421,494,115,11.401854515075684,314,0,674,295
422,494,115,11.401854515075684,314,0,674,295
423,494,115,11.401854515075684,314,0,674,295
424,494,115,11.401854515075684,314,0,674,295
425,494,115,11.401854515075684,314,0,674,295
426,494,115,11.401854515075684,314,0,674,295
427,494,115,11.401854515075684,314,0,674,295
428,494,115,11.401854515075684,314,0,674,295
429,494,115,11.401854515075684,314,0,674,295
430,494,115,11.401854515075684,314,0,674,295
431,494,115,11.401854515075684,314,0,674,295
432,494,115,11.401854515075684,314,0,674,295
433,494,115,11.401854515075684,314,0,674,295
434,494,115,11.401854515075684,314,0,674,295
435,494,115,11.401854515075684,314,0,674,295
436,494,115,11.401854515075684,314,0,674,295
437,494,115,11.401854515075684,314,0,674,295
438,494,115,11.401854515075684,314,0,674,295
439,494,115,11.401854515075684,314,0,674,295
440,494,115,11.401854515075684,314,0,674,295
441,494,115,11.401854515075684,314,0,674,295
442,494,115,11.401854515075684,314,0,674,295
443,494,115,11.401854515075684,314,0,674,295
444,494,115,11.401854515075684,314,0,674,295
445,494,115,11.401854515075684,314,0,674,295
446,494,115,11.401854515075684,314,0,674,295
447,494,115,11.401854515075684,314,0,674,295
448,494,115,11.401854515075684,314,0,674,295
449,494,115,11.401854515075684,314,0,674,295
450,494,115,11.401854515075684,314,0,674,295
451,494,115,11.401854515075684,314,0,674,295
452,494,115,11.401854515075684,314,0,674,295
453,494,115,11.401854515075684,314,0,674,295
454,494,115,11.401854515075684,314,0,674,295
455,494,115,11.401854515075684,314,0,674,295
456,494,115,11.401854515075684,314,0,674,295
457,494,115,11.401854515075684,314,0,674,295
458,494,115,11.401854515075684,314,0,674,295
459,494,115,11.401854515075684,314,0,674,295
460,494,115,11.401854515075684,314,0,674,295
461,494,115,11.401854515075684,314,0,674,295
462,494,115,11.401854515075684,314,0,674,295
463,494,115,11.401854515075684,314,0,674,295
464,494,115,11.401854515075684,314,0,674,295
465,494,115,11.401854515075684,314,0,674,295
466,494,115,11.401854515075684,314,0,674,295
467,494,115,11.401854515075684,314,0,674,295
468,494,115,11.401854515075684,314,0,674,295
469,494,115,11.401854515075684,314,0,674,295
470,494,115,11.401854515075684,314,0,674,295
471,494,115,11.401854515075684,314,0,674,295
472,494,115,11.401854515075684,314,0,674,295
473,494,115,11.401854515075684,314,0,674,295
474,494,115,11.401854515075684,314,0,674,295
475,494,115,11.401854515075684,314,0,674,295
476,494,115,11.401854515075684,314,0,674,295
477,494,115,11.401854515075684,314,0,674,295
478,494,115,11.401854515075684,314,0,674,295
479,494,115,11.401854515075684,314,0,674,295
480,494,115,11.401854515075684,314,0,674,295
481,494,115,11.401854515075684,314,0,674,295
482,494,115,11.401854515075684,314,0,674,295
483,494,115,11.401854515075684,314,0,674,295
484,494,115,11.401854515075684,314,0,674,295
485,494,115,11.401854515075684,314,0,674,295
486,494,115,11.401854515075684,314,0,674,295
487,494,115,11.401854515075684,314,0,674,295
488,494,115,11.401854515075684,314,0,674,295
489,494,115,11.401854515075684,314,0,674,295
490,494,115,11.401854515075684,314,0,674,295
491,494,115,11.401854515075684,314,0,674,295
492,494,115,11.401854515075684,314,0,674,295
493,494,115,11.401854515075684,314,0,674,295
494,494,115,11.401854515075684,314,0,674,295
495,494,115,11.401854515075684,314,0,674,295
496,494,115,11.401854515075684,314,0,674,295
497,494,115,11.401854515075684,314,0,674,295
498,494,115,11.401854515075684,314,0,674,295
499,494,115,11.401854515075684,314,0,674,295
500,494,115,11.401854515075684,314,0,674,295
501,494,115,11.401854515075684,314,0,674,295
502,494,115,11.401854515075684,314,0,674,295
503,494,115,11.401854515075684,314,0,674,295
504,494,115,11.401854515075684,314,0,674,295
505,494,115,11.401854515075684,314,0,674,295
506,494,115,11.401854515075684,314,0,674,295
507,494,115,11.401854515075684,314,0,674,295
508,494,115,11.401854515075684,314,0,674,295
509,494,115,11.401854515075684,314,0,674,295
510,494,115,11.401854515075684,314,0,674,295
511,494,115,11.401854515075684,314,0,674,295
512,494,115,11.401854515075684,314,0,674,295
513,494,115,11.401854515075684,314,0,674,295
514,494,115,11.401854515075684,314,0,674,295
515,494,115,11.401854515075684,314,0,674,295
516,494,115,11.401854515075684,314,0,674,295
517,494,115,11.401854515075684,314,0,674,295
518,494,115,11.401854515075684,314,0,674,295
519,494,115,11.401854515075684,314,0,674,295
520,494,115,11.401854515075684,314,0,674,295
521,494,115,11.401854515075684,314,0,674,295
522,494,115,11.401854515075684,314,0,674,295
523,494,115,11.401854515075684,314,0,674,295
524,494,115,11.401854515075684,314,0,674,295
525,494,115,11.401854515075684,314,0,674,295
526,494,115,11.401854515075684,314,0,674,295
527,494,115,11.401854515075684,314,0,674,295
528,494,115,11.401854515075684,314,0,674,295
529,494,115,11.401854515075684,314,0,674,295
530,494,115,11.401854515075684,314,0,674,295
531,494,115,11.401854515075684,314,0,674,295
532,494,115,11.401854515075684,314,0,674,295
533,494,115,11.401854515075684,314,0,674,295
534,494,115,11.401854515075684,314,0,674,295
535,494,115,11.401854515075684,314,0,674,295
536,494,115,11.401854515075684,314,0,674,295
537,494,115,11.401854515075684,314,0,674,295
538,494,115,11.401854515075684,314,0,674,295
539,494,115,11.401854515075684,314,0,674,295
540,494,115,11.401854515075684,314,0,674,295
541,494,115,11.401854515075684,314,0,674,295
542,494,115,11.401854515075684,314,0,674,295
543,494,115,11.401854515075684,314,0,674,295
544,494,115,11.401854515075684,314,0,674,295
545,494,115,11.401854515075684,314,0,674,295
546,494,115,11.401854515075684,314,0,674,295
547,494,115,11.401854515075684,314,0,674,295
548,494,115,11.401854515075684,314,0,674,295
549,494,115,11.401854515075684,314,0,674,295
550,494,115,11.401854515075684,314,0,674,295
551,494,115,11.401854515075684,314,0,674,295
552,494,115,11.401854515075684,314,0,674,295
553,494,115,11.401854515075684,314,0,674,295
554,494,115,11.401854515075684,314,0,674,295
